book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,description
737,43015,43015,825414,68,374105235,9780374105240,2007,"A Long Way Gone. Memoirs of a Boy Soldier","A Long Way Gone: Memoirs of a Boy Soldier",eng,4.14,116260,121841,"wickedly insightful girl guide hunting fishing map progress jane rosenal set personal spirited expedition perilous terrain sex love relationship well treacherous water workplace unforgettable comic touch bank skillfully tease issue heart put new spin mating dance capture perfect pitch like young woman coming age america today"
739,39662,39662,2248680,132,751514624,9780751514630,1982,"Different Seasons","Different Seasons",eng,4.34,105961,138206,"birth jesus well chronicled glorious teaching act divine sacrifice thirtieth birthday one know early life son god missing biff messiah best bud resurrected tell story divinely hilarious yet heartfelt work reminiscent vonnegut douglas adam philadelphia inquirer story biff tell miraculous one filled remarkable journey magic healing kung fu corpse reanimations demon hot babe even considerable wile devotion savior pal may enough divert joshua tragic destiny one love josh maybe maggie mary biff let extraordinary pal suffer ascend without fight"
742,13453029,13453029,18979356,116,NULL,NULL,2012,"Wool Omnibus","Wool Omnibus (Silo, #1)",eng,4.24,81982,121842,"stunning debut author scott lynch delivers wonderfully thrilling tale audacious criminal band confidence trickster set fantastic city pulsing life decadent noble daring thief story adventure loyalty survival one part robin hood one part ocean eleven entirely enthralling orphan life harsh often short island city camorr built ruin mysterious alien race born quick wit gift thieving locke lamora dodged death slavery fall hand eyeless priest known chain man neither blind con artist extraordinary talent chain pass skill carefully selected family orphan group known gentleman bastard tutelage locke grows lead bastard delightedly pulling one outrageous confidence game another soon infamous thorn camorr wealthy noble safe petty thief brilliant locke tightly knit band brother fooled even criminal underworld feared ruler capa barsavi someone shadow powerful ambitious locke yet imagined known gray king slowly killing capa barsavi trusted men using locke pawn plot take control camorr underworld bloody coup way threatening destroy everyone everything hold meaning mercenary life locke vow beat gray king brutal game die trying"
743,28881,28881,3346728,51,380813815,9780380813810,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal","Lamb: The Gospel According to Biff, Christ's Childhood Pal",eng,4.26,118576,125861,"sent boarding school ancelstierre young child sabriel little experience random power free magic dead refuse stay dead old kingdom final semester father abhorsen go missing sabriel know must enter old kingdom find sabriel first installment abhorsen series garth nix exploded onto fantasy scene rising star novel take reader world line living dead always sometimes disappears altogether"
744,6708,6708,840520,153,1577314808,9781577314810,1997,"The Power of Now","The Power of Now: A Guide to Spiritual Enlightenment",eng,4.1,104549,112730,"vamp year weres shifter decided follow lead undead reveal existence ordinary world sookie stackhouse already know course brother turn panther full moon friend local pack sam bos merlotte bar great revelation go well first horribly mutilated body found parking lot merlotte sookie agrees use telepathic talent track murderer far greater danger killer threatening bon temp race unhuman being older powerful far secretive vampire werewolf preparing war sookie pawn battle"
745,12868761,12868761,17995392,2,399159010,9780399159020,2012,"Let's Pretend This Never Happened (A Mostly True Memoir)","Let's Pretend This Never Happened: A Mostly True Memoir",eng,3.9,118475,130593,"story live forever singer baker work night preparing day bread pastry trying escape reality loneliness bad memory shadow mother death josef weber elderly man sage grief support group begin stopping bakery strike unlikely friendship despite difference see hidden scar others become change day josef confesses shameful nobody else town would ever asks sage extraordinary favor say yes face moral repercussion potentially legal one well identity suddenly challenged integrity closest friend ever clouded sage begin question assumption expectation made life family moral choice become moral imperative one draw line punishment justice forgiveness mercy searingly honest novel jodi picoult gracefully explores length go order protect family keep past dictating future"
746,127455,127455,2116675,72,553804677,9780553804680,2006,"The Lies of Locke Lamora","The Lies of Locke Lamora (Gentleman Bastard, #1)",eng,4.3,118751,138021,"starting moved west virginia right senior year pretty much resigned thick accent dodgy internet access whole lot spotted hot neighbor looming height eerie green eye thing looking opened infuriating arrogant get along stranger attack daemon literally freeze time wave hand well unexpected happens hot alien living next door mark heard alien turn daemon sister galaxy enemy wanting steal ability daemon touch lit like vega strip way getting alive sticking close daemon alien mojo fade kill first"
747,518848,518848,3312237,99,64471837,9780064471830,1995,Sabriel,"Sabriel (Abhorsen,  #1)",eng,4.17,137047,146144,"celebrating anniversary hitchhiker guide galaxy soon hulu original series wild satire feckless protagonist arthur dent reminiscent vonnegut chicago tribunethe unhappy inhabitant planet krikkit sick looking night sky plan destroy universe five individual stand killer robot krikkit goal total arthur dent space time traveler try learn fly throwing ground missing ford prefect best friend decides go insane see like slartibartfast indomitable vice president campaign real time travel ship powered irrational behavior zaphod beeblebrox galaxy trillian sexy space cadet torn persistent thunder god depressed end end stalwart crew know try avert universal armageddon save life know know adam one rare author one sens much fun writing one arizona daily star"
748,5161066,5161066,5228078,68,441017150,9780441017160,2009,"Dead and Gone","Dead and Gone (Sookie Stackhouse, #9)",eng,4.01,145157,156932,"line never crossed put entire castle life friend throne glass rule king fist iron soul black pitch assassin celaena sardothien brutal contest become champion yet celaena far loyal crown hide secret vigilantly know man serf bent deadly charade becomes increasingly difficult celaena realizes one seeking justice try untangle mystery buried deep within glass castle closest relationship suffer seems one questioning crown prince dorian chaol captain guard even best friend nehemia foreign princess rebel one terrible night secret keeping lead unspeakable tragedy celaena world shatters forced give thing precious decide true loyalty lie ultimately willing fight"
749,15753740,15753740,21449403,62,1439102767,9781439102760,2013,"The Storyteller","The Storyteller",eng,4.26,109313,125264,"scott pilgrim life totally sweet year old rockband job dating cute high school girl nothing could possibly go wrong unless seriously dangerously fashionable rollerblading delivery girl named ramona flower start cruising dream sailing party scott awesome life get turned face ramona seven evil battle short answer yes long answer scott pilgrim volume scott pilgrim precious little life"
750,12578077,12578077,17588854,60,1620610078,9781620610080,2011,Obsidian,"Obsidian (Lux, #1)",eng,4.23,164832,176296,"jeannette wall memoir glass castle nothing short spectacular entertainment weekly half broke horse brings u story grandmother told voice authentic irresistible triumphant old cow knew trouble coming begin story lily casey smith jeannette wall nonsense resourceful spectacularly compelling grandmother age six lily helping father break horse fifteen left home teach frontier town riding five hundred mile pony alone get job learned drive car loved car even loved horse need fed working leave big pile manure place fly plane husband jim ran vast ranch arizona raised two child one jeannette memorable mother rosemary smith wall unforgettably portrayed glass castle lily survived tornado drought flood great depression heartbreaking personal tragedy bristled prejudice kind woman native american anyone else fit mold rosemary smith wall always told jeannette like grandmother novel jeannette wall channel kindred spirit half broke horse laura ingalls wilder adult riveting dramatic isak dinesen africa beryl markham west night destined become classic transfix audience everywhere"
751,8694,8694,74123,142,345418905,9780345418910,1982,"Life, the Universe and Everything","Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562,145992,"death come u came mort offered assured dead compulsory mort accepted however soon found romantic longing mix easily responsibility death apprentice"
752,17167166,17167166,21581860,55,1619630621,9781619630630,2013,"Crown of Midnight","Crown of Midnight (Throne of Glass, #2)",eng,4.49,160485,184381,"meghan chase secret destiny one could never always felt slightly meghan life ever since father disappeared eye six never quite fit school dark stranger begin watching afar prankster best friend becomes strangely protective meghan sens everything known could never guessed truth daughter mythical faery king pawn deadly war meghan learn far go save someone care stop mysterious evil faery creature dare face find love young prince might rather see dead let touch icy heart"
753,29800,29800,30220,34,1932664084,9781932664090,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life","Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864,130847,"love story adventure epic frontier larry mcmurtry pulitzer classic lonesome dove third book lonesome dove tetralogy grandest novel ever written last defiant wilderness dusty little texas town lonesome dove meet unforgettable assortment hero outlaw whore lady indian settler richly authentic beautifully written always dramatic lonesome dove book make u laugh weep dream remember"
754,6366437,6366437,6553801,51,1416586288,9781416586290,2008,"Half Broke Horses: A True Life Novel","Half Broke Horses",eng,4.05,110597,119479,"okay thinking must kind joke humorous book cadaver yup roach take question happens u die quite literally stiff explores life human cadaver time ancient egyptian way current campaign human composting along way recount morbidly infectious glee dead body used research ranging car safety plastic surgery cancel next collagen injection reading authenticity shroud turin impossible irreverent may sound roach written book corps lively fresh traveled around globe conduct forensic investigation finding wryly intelligent myriad us cadaver recounted often graphic roach imbues subject sense dignity choosing emphasize oddly noble purpose corps serve organ donation lifesaving medical research reader come away convinced enormous debt living owe study remains dead may offer answer ancient mystery hoping stiff offer strange sort comfort knowledge sense death necessarily end"
755,386372,386372,1857065,4,61020680,9780061020680,1987,Mort,"Mort (Death, #1; Discworld, #4)",eng,4.22,128450,141887,"free past blood special alchemist one group human dabble magic serve bridge world human vampire protect vampire secret human life last encounter sydney vampire got deep trouble alchemist allegiance question future sydney torn bed middle night first think still punished complicated alliance dhampir rose hathaway unfolds far worse jill dragomir sister moroi queen lissa dragomir mortal danger moroi must send hiding avoid civil war sydney called upon act jill guardian protector posing roommate unlikeliest place human boarding school palm spring california last thing sydney want accused sympathizing vampire live moroi court believe jill sydney safe amberwood prep threat distraction forbidden romance lurk outside within school ground hiding drama beginning"
756,6644117,6644117,6838626,58,373210086,9780373210080,2010,"The Iron King (The Iron Fey, #1) ","The Iron King (The Iron Fey, #1)",eng,3.92,158063,163118,"welcome never easy try living mean street child begging food fighting like dog ruthless gang starving kid would hesitate pound skull pulp scrap apple bean learned anything street survive fist way small genius magician ability zero enemy exploit better quality future general lead earth final climactic battle hostile alien race known bugger battleschool bean meet befriends another future commander ender wiggins perhaps true one problem bean ender future shadow book launched shadow series parallel novel orson scott card science fiction classic ender game"
757,256008,256008,3281465,57,067168390X,9780671683900,1985,"Lonesome Dove","Lonesome Dove",eng,4.47,111498,116430,"lara lington always overactive imagination suddenly imagination seems overdrive normal professional young woman get visited ghost spirit lara feisty demanding girl firm idea fashion love right way appears one request lara must find missing necklace sadie possession year sadie rest without sadie make hilarious sparring duo first seems though nothing common mission find sadie necklace lead intrigue new romance lara different twenty girl learn surprising truth written irrepressible charm humor made sophie kinsella book beloved million twenty girl also deeply moving testament transcendent bond friendship family"
758,32145,32145,1188203,48,393324826,9780393324820,2003,"Stiff: The Curious Lives of Human Cadavers","Stiff: The Curious Lives of Human Cadavers",eng,4.05,122502,128102,"shadow auschwitz flamboyant german industrialist grew living legend jew cracow womaniser heavy drinker bon viveur became saviour extraordinary story oskar schindler risked life protect jew poland transformed war man mission compassionate angel mercy"
759,8709527,8709527,13582374,37,1595143173,9781595143170,2011,Bloodlines,"Bloodlines (Bloodlines, #1)",eng,4.22,140599,146134,"bluest eye toni morrison first novel book heralded richness language boldness vision set author girlhood hometown lorain ohio tell story black pecola breedlove pecola prays eye turn blue beautiful beloved blond child america autumn year marigold breedloves garden bloom pecola life painful devastating way vivid evocation fear loneliness heart child yearning tragedy fulfillment bluest eye remains one toni morrison powerful unforgettable significant work american fiction"
760,9532,9532,3145587,63,765342405,9780765342410,1998,"Ender's Shadow","Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,125744,"brother turn brother throne england stake deadly war rose begun ruled england tudor internationally bestselling author philippa gregory brings plantagenet life dramatic intimate story secret player indomitable woman elizabeth woodville woman extraordinary beauty ambition secretly marries newly crowned boy king rise demand exalted position fight success family two son become central figure famous unsolved mystery confounded historian century lost prince tower london philippa gregory brings artistry intellect master writer storyteller new era history begin sure another bestselling classic series"
761,6063187,6063187,6239469,74,385342020,9780385342020,2009,"Twenties Girl","Twenties Girl",eng,3.82,119105,126192,"alternate cover isbn life passion struggle malcolm x became one influential figure century riveting account tell journey prison cell mecca describing transition hoodlum muslim minister man called angriest black man america relates conversion true islam helped confront rage recognize brotherhood mankind established classic modern america autobiography malcolm x hailed new york time extraordinary brilliant painful important book still extraordinary still important electrifying story transformed malcolm x life legacy strength word power idea continue resonate generation first appeared"
762,375013,375013,3127624,134,340606517,9780340606510,1982,"Schindler's Ark","Schindler's List",eng,4.34,108338,113156,"librarian note looking audible adaptation first three volume new york time author neil gaiman transcendent series sandman often hailed definitive vertigo title one finest achievement graphic storytelling gaiman created unforgettable tale force exist beyond life death weaving ancient mythology folklore fairy tale distinct narrative prelude nocturne occultist attempting capture death bargain eternal life trap younger brother dream instead year imprisonment eventual escape dream also known morpheus go quest lost object power arduous journey morpheus encounter lucifer john constantine book also includes story sound wing introduces u pragmatic perky goth girl issue original series"
763,11337,11337,1987778,104,452287065,9780452287070,1970,"The Bluest Eye","The Bluest Eye",eng,3.99,109944,121866,"alternate cover edition hereseabiscuit one electrifying popular attraction sport history single biggest newsmaker world receiving coverage fdr hitler mussolini success surprise racing establishment written racehorse sad tail three men changed seabiscuit fortune charles howard onetime bicycle repairman introduced automobile western united state became overnight millionaire needed trainer new racehorse hired tom smith mysterious mustang breaker colorado plain smith urged howard buy seabiscuit price hired jockey red pollard failed boxer blind one eye prone quoting passage ralph waldo emerson four year unlikely partner survived phenomenal run bad fortune conspiracy severe injury transform seabiscuit neurotic pathologically indolent american sport icon author laura hillenbrand brilliantly universal underdog story one prof life horse hardcover edition"
764,5971165,5971165,13560666,101,1416563687,9781416563690,2009,"The White Queen","The White Queen (The Plantagenet and Tudor Novels, #2)",eng,3.9,119739,130446,"year marshal teddy daniel new partner chuck aule come shutter island home ashecliffe hospital criminally insane investigate disappearance patient multiple murderess rachel solando loose somewhere remote barren island despite kept locked cell constant surveillance killer hurricane relentlessly bear strange case take even darker sinister hint radical experimentation horrifying surgery lethal countermove made cause covert shadow war one going escape shutter island unscathed nothing ashecliffe hospital seems neither teddy daniel"
765,92057,92057,47400,105,345350685,9780345350690,1965,"The Autobiography of Malcolm X","The Autobiography of Malcolm X",eng,4.29,124805,131773,"study scarlet sign four adventure sherlock holmes scandal bohemia league case identity boscombe valley mystery five orange pip man twisted lip adventure blue carbuncle adventure speckled band adventure engineer thumb adventure noble bachelor adventure beryl coronet adventure copper beech memoir sherlock holmes silver blaze yellow face clerk gloria scott musgrave ritual reigate puzzle crooked man resident patient greek interpreter naval treaty final problem return sherlock holmes adventure empty house adventure norwood builder adventure dancing men adventure solitary cyclist adventure priory school adventure black peter adventure charles augustus milverton adventure six napoleon adventure three student adventure golden adventure missing adventure abbey grange adventure second stain volume introduction loren estleman hound baskervilles valley fear last bow adventure wisteria lodge singular experience john scott eccles tiger san pedro adventure cardboard box adventure red circle adventure plan adventure dying detective disappearance lady france carfax adventure devil foot last bow sherlock holmes adventure illustrious client adventure blanched soldier adventure mazarin stone adventure three gable adventure sussex vampire adventure three garridebs problem thor bridge adventure creeping man adventure lion mane adventure veiled lodger adventure shoscombe old place adventure retired colourman"
766,23754,23754,1228437,68,1563892278,9781563892270,1989,"Preludes & Nocturnes","Preludes & Nocturnes (The Sandman #1)",eng,4.3,122540,138525,"oxford school shakespeare become preferred introduction literary legacy greatest playwright english language exclusive collection bard best work designed specifically reader new shakespeare rich literary legacy play ispresented complete unabridged large print every book well illustrated start commentary character summary scene synopsis character summary clarify confusing plot incisive essay explore historical context shakespeare source book end complete list shakespeare play brief chronology bard life detailed explanatory note written clearly positioned right next text squinting microscopic footnote flipping page back forth search endnotes new edition series feature new cover new illustration including new drawing photo recent production shakespeare play around globe addition note introductory material completely revised line new research order tomake clearer accessible finally entire text redesigned reset enhance readability new edition achieves feat unprecedented clarity presentation without cut original text detailed explanation"
767,110737,110737,17572,63,345465083,9780345465080,1999,Seabiscuit,"Seabiscuit: An American Legend",eng,4.2,111497,116984,"time place berlin william dodd becomes america first ambassador hitler germany year proved turning point professor chicago dodd brings along wife son flamboyant daughter martha first martha entranced party pomp handsome young men third reich infectious enthusiasm restoring germany position world prominence enamored new germany one affair another including surprisingly honorable first chief gestapo rudolf diels evidence jewish persecution mount confirmed chilling testimony father telegraph concern largely indifferent state department back home dodd watch alarm jew attacked press censored draft frightening new law begin circulate first year unfolds shadow deepen dodds experience day full excitement intrigue romance ultimately horror climactic spasm violence murder reveals hitler true character ruthless tense atmosphere period unforgettable portrait bizarre goring expectedly wholly garden beast lends stunning eyewitness perspective event unfold real time revealing era surprising nuance complexity result dazzling addictively readable work speaks volume world recognize grave threat posed hitler berlin europe awash blood terror"
768,21686,21686,1234227,134,038073186X,9780380731860,2003,"Shutter Island","Shutter Island",eng,4.07,113718,124032,"presented form dialogue socrates three different interlocutor classic text enquiry notion perfect community ideal individual within conversation question raised goodness reality knowledge republic also address purpose education role woman men guardian people remarkable lucidity deft use allegory plato arrives depiction state bound harmony ruled philosopher king"
769,188572,188572,7492217,301,553328255,9780553328260,1894,"The Complete Sherlock Holmes","The Complete Sherlock Holmes",eng,4.5,109754,126558,"love wit conquer shakespeare sparkling comedy hold many suitor hand fair bianca bianca may married spinster sister kate could man rash enough take kate witty adventurer petruchio undertakes task set transforming kate termagant loving wife young lucentio clever servant tranio plot win barber roger allam kate petruchio lucentio played alan cox"
770,13006,13006,2796883,1129,198320272,9780198320270,1599,"The Tragedy of Julius Caesar","Julius Caesar",eng,3.65,119933,135918,"third book lunar chronicle cinder captain thorne fugitive run scarlet wolf tow together plotting overthrow queen levana best hope lie cress girl imprisoned satellite since childhood ever netscreens company screen time made cress excellent hacker unfortunately received order levana track cinder handsome daring rescue cress go awry group separated cress finally freedom come higher price meanwhile queen levana let nothing prevent marriage emperor kai cress scarlet cinder may signed save world may hope world"
771,9938498,9938498,14831761,57,307408841,9780307408850,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,122989,"kid patti smith first book prose legendary american artist offer glimpse remarkable relationship photographer robert mapplethorpe epochal day new york city chelsea hotel late sixty seventy honest moving story youth friendship smith brings unique lyrical quality kid rest formidable body work influential album horse visual art poetry"
772,30289,30289,1625515,842,140449140,9780140449140,-380,Πολιτεία,"The Republic",eng,3.9,110274,122747,"z guide great painter sculptor medieval modern time debunks art historical classification throwing together brilliant example period school vision technique artist represented colour plate definitive work accompanied explanatory illuminating information image creator glossary artistic movement technical term included making valuable work reference well feast eye breaking traditional classification art book present fresh original approach art unparalleled visual sourcebook celebration rich culture"
773,47021,47021,3152341,689,074347757X,9780743477570,1593,"The Taming of the Shrew","The Taming of the Shrew",eng,3.81,126318,134240,"jemima jones overweight one hundred pound overweight treated like maid thin roommate lorded beautiful geraldine le talented better paid kilburn herald jemima find consolation food add passion charming sexy unobtainable colleague ben jemima know life need serious change meet brad eligible california hunk internet perfect opportunity reinvent jj slim beautiful glamour girl romeo demand meet must conquer food addiction become model small feat plot never quits surprise ending reader see coming jemima j chronicle one woman quest become woman always wanted learning along way host lesson attraction addiction meaning true love ultimately really"
774,13206828,13206828,18390772,51,312642970,9780312642980,2014,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,"extraordinary historical french gothic novel set medieval paris twin tower greatest structure supreme symbol cathedral haunting drama quasimodo disabled struggle stand ableist guardian claude frollo also want commit genocide paris romani novel described key text french literature adapted film dozen time addition numerous television stage adaptation silent film lon chaney sound film charles laughton disney animated film tom hulce quasimodo novel sought preserve value french culture time period great change resulted destruction many french gothic structure novel made de paris national icon served catalyst renewed interest restoration gothic form"
775,341879,341879,332242,66,006621131X,9780066211310,2010,"Just Kids","Just Kids",eng,4.14,106542,117400,"compassionate realism narrative sweep recall work charles dickens magnificent novel capture cruelty corruption dignity heroism india time place unnamed city sea government declared state emergency whose upheaval four stranger spirited widow young student uprooted idyllic hill station two tailor fled caste violence native village thrust together forced share one cramped apartment uncertain future character move distrust friendship friendship love fine balance creates enduring panorama human spirit inhuman state"
776,567616,567616,347606,8,714836257,9780714836260,1997,NULL,"The Art Book",eng,3.79,102746,102988,"first collection popular comic strip feature calvin rambunctious boy stuffed tiger hobbes come charmingly life"
777,227941,227941,3341834,40,767905180,9780767905180,2001,"Jemima J","Jemima J",eng,3.62,101436,103849,"special circumstance word sent chill tally spine since day repellent rebellious ugly back special sinister rumor frighteningly beautiful dangerously strong breathtakingly fast ordinary pretties might live whole life without meeting special tally never turned one superamped fighting machine engineered keep ugli pretties strength speed clarity focus thinking feel better anything tally remember time one tiny corner heart still remembers something easy tune tally offered chance stamp rebel new smoke permanently come one last choice listen tiny faint heartbeat carry mission programmed complete either way tally world never"
778,30597,30597,3043569,1206,451527887,9780451527880,1831,"Notre-Dame de Paris","The Hunchback of Notre-Dame",eng,3.97,119851,133421,"first published awakening shocked reader honest treatment female marital infidelity audience accustomed piety late victorian romantic fiction taken aback chopin daring portrayal woman trapped stifling marriage seek find passionate physical love outside confines domestic unusually frank treatment subject novel widely admired today literary quality edmund wilson characterized work quite uninhibited beautifully written anticipates lawrence treatment infidelity although theme marital infidelity longer shock novel plumbed psychology woman involved illicit relationship perception artistry honesty kate chopin brought awakening"
779,5211,5211,865827,79,140003065X,9781400030650,1996,"A Fine Balance","A Fine Balance",eng,4.34,99252,104516,"hottest guy world hiding nameless evil wanted start new installment bestselling house night series zoey friend back stevie rae red fledgling neferet secret longer unexpected danger emerged neferet guard powerful new consort kalona one house night seems understand threat pose kalona look gorgeous house night spell past life hold key breaking rapidly spreading influence past life show zoey secret want hear truth face"
780,77727,77727,2110010,24,836220889,9780836220890,1987,"Calvin and Hobbes","Calvin and Hobbes",eng,4.61,117788,118294,"every family ghost story mitch albom mesmerized reader around world number one new york time bestseller five people meet heaven tuesday morrie return beautiful haunting novel family love chance one day story mother son relationship cover lifetime beyond explores question would could spend one day lost loved one child charley chick benetto told father mama boy daddy boy ca chooses father see man disappear charley verge adolescence decade later charley broken man life crumbled alcohol regret loses job leaf family hit bottom discovering daughter shut wedding decides take make midnight ride small hometown plan upon failing even stagger back old house make astonishing discovery mother died eight year earlier still living welcome home nothing ever happened follows one ordinary day many u yearn chance make good lost parent explain family secret seek forgiveness somewhere life next charley learns astonishing thing never knew mother sacrifice try tender guidance put crumbled piece life back albom inspiring character masterful storytelling reader newly appreciate love may thought lost life one day book anyone family cherished albom million fan worldwide"
781,24765,24765,3278286,66,689865406,9780689865400,2006,Specials,"Specials (Uglies, #3)",eng,3.77,139168,148783,"colombian drug lord bored uncle sam hectoring assassinate head fbi message clear bug point druggies threaten national security nation act enemy question jack ryan must answer someone quietly stepped anyone know real enemy much action much line crossed ryan dark side shadowy field officer known clark charged finding expect danger without danger within may greatest"
782,58345,58345,1970518,452,543898083,9780543898080,1899,"The Awakening","The Awakening",eng,3.63,125474,137455,"millie mcdeevit screamed scream loud made eyebrow screamed loud jawbone broke tongue caught fire nostril smoked poor screamin millie one unforgettable character wondrous new book poem drawing also meet allison beals eel danny dancin bear human balloon headphone silverstein new york time bestselling author giving tree light attic falling every thing created poetry collection outrageously funny deeply profound come wander nose garden ride little hoarse eat strange restaurant let magic shel silverstein open eye tickle mind story list allison beals bad battle bear fire best mask big eating bituminous body camp cat kid cat christmas clean complainin cookwitch crazy crystal danny deadly dentist diving dragon egg falling feeding folk foot forgetful paul former foreman furniture gnome gnat golden hand hard headless headphone help human hungry kid ice cream land kanga keepin little little pig lou long lyin mirror mister molly morgan music nose sneaky nap needle new thank noise ooh one people plugging quality reachin red flower rotten sack safe screamin settin shanna shoe short show smile somethin sorry spilled spoiled stone stork strange stupid pencil sun sybil magician last tattooin tell say tongue toy three three turkey use wastebasket paint writer yuck"
783,4134071,4134071,4181277,63,031237982X,9780312379830,2009,Hunted,"Hunted (House of Night, #5)",eng,3.93,138103,146051,"dumped longtime girlfriend justin halpern found living home dad sam halpern like socrates angrier worse hair never minced word justin moved back home began record ridiculous thing dad said woman sexy league son let woman figure wo screw people age know comb hair look like two squirrel crawled head started fucking worst thing liar okay fine yes worst thing nazi number two liar nazi one liar two million people follow halpern philosophical musing twitter book son weave brilliantly funny touching memoir around best quote story unfolds little league field denny excruciating family road trip frequently halperns kitchen bowl sh dad say chaotic hilarious true portrait relationship major new comic voice"
784,10929,10929,3125926,83,1401303277,9781401303270,2006,"For One More Day","For One More Day",eng,4.09,102193,106720,"foundation empire tell incredible story new breed man create new force galactic government thus foundation hurtles conflict decadent decrepit first empire struggle power amid chaos star man stand threshold new enlightened life could easily put aside old force barbarism foundation novel isaac asimov constitute likely famed epic"
785,32669,32669,5054704,91,425144372,9780425144370,1989,"Clear and Present Danger","Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,108638,"four agreement miguel ruiz reveals source belief rob u joy create needle suffering based ancient toltec wisdom four agreement offer powerful code conduct rapidly transform life new experience freedom true happiness love four agreement impeccable word take anything personally make assumption always best"
786,30120,30120,2501867,24,60513098,9780060513090,1996,"Falling Up","Falling Up",eng,4.33,111779,114990,"son ca look eye mean guilty jacob hunt teen asperger syndrome hopeless reading social cue expressing well others though brilliant many way special focus one subject forensic analysis police scanner room clue crime scene always showing telling cop usually jacob small hometown rocked terrible murder law enforcement come jacob behavior hallmark asperger look lot like guilt local police suddenly hunt family want fit directly spotlight jacob mother emma brutal reminder intolerance misunderstanding always threaten family brother theo another indication nothing normal small family question loom jacob commit murder"
789,29581,29581,1703483,143,553803727,9780553803720,1952,"Foundation and Empire","Foundation and Empire (Foundation #2)",eng,4.2,105595,116241,"stephen king return character territory one popular novel ever shining instantly riveting novel dan torrance boy protagonist shining special girl must save tribe murderous highway across america tribe people called true knot travel search sustenance look harmless mostly old lot polyester married rv dan torrance know spunky abra stone learns true knot living steam child shining produce slowly tortured inhabitant overlook hotel spent one horrific childhood year dan drifting decade desperate shed father legacy despair alcoholism violence finally settle new hampshire town aa community sustains job nursing home remnant shining power provides crucial final comfort dying aided prescient cat becomes doctor sleep dan meet evanescent abra stone spectacular gift brightest shining ever seen reignites dan demon summons battle abra soul survival epic war good evil gory glorious story thrill million fan shining wildly satisfy anyone new territory icon king canon"
791,6614960,6614960,6809039,7,743296435,9780743296430,2010,"House Rules","House Rules",eng,4.01,111239,119767,"jocelyn butler hiding past year secret laid bare four year ago jocelyn left tragic past behind state started scotland burying grief ignoring demon forging ahead without attachment solitary life working well move new apartment dublin street meet man shake carefully guarded world carmichael used getting want determined get jocelyn bed knowing skittish entering relationship braden proposes arrangement satisfy intense attraction without string intrigued jocelyn accepts realizes braden wo satisfied passion stubborn scotsman intent truly knowing soul"
792,22917,22917,1855987,325,394709306,9780394709310,1812,"Brüder Grimm: Kinder- und Hausmärchen","The Complete Grimm's Fairy Tales",eng,4.31,116324,128007,"ever wondered missing crazy think god creator nitrogen pine needle galaxy u radical unconditional love typical response go church sing song try cuss whether verbalized yet know something wrong something deep inside heart long break free status quo hungry authentic faith address problem world tangible even radical solution god calling passionate love relationship answer religious complacency working harder list falling love god encounter love francis describes never wildly love someone change everything learn crazy love"
793,3980,3980,1384549,83,744583276,9780744583270,1967,"From the Mixed-Up Files of Mrs. Basil E. Frankweiler","From the Mixed-Up Files of Mrs. Basil E. Frankweiler",eng,4.15,134537,144108,"funny thing everywhere exploration simple concept colour number opposite dr seuss present crazy world boxing goxes singing yinks hump wumps"
794,16130549,16130549,17851499,116,1476727651,9781476727650,2013,"Doctor Sleep","Doctor Sleep (The Shining, #2)",eng,4.1,95276,116565,"escape secret government two mutant creature changed utterly animal one encounter ever lonely widower ruthless assassin beautiful woman government together deadly hunt four inexorably propelled towards confrontation evil beyond human imagining"
795,4271,4271,2961843,138,140285679,9780140285670,1998,"About a Boy","About a Boy",eng,3.79,101999,112161,"month old helen keller suffered severe illness left blind deaf long also became mute tenacious struggle overcome help inspired teacher anne one great story human courage dedication classic autobiography first published miss keller recount first year life including magical moment water pump recognizing connection word water cold liquid flowing hand realized object name subsequent experience equally noteworthy joy eventually learning speak friendship oliver wendell holmes edward everett hale notable education radcliffe graduated cum laude extraordinary relationship miss sullivan showed remarkable genius communicating eager pupil"
