book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,description
7548,255458,255458,526775,20,310286700,9780310286710,1994,"Systematic Theology: An Introduction to Biblical Doctrine","Systematic Theology: An Introduction to Biblical Doctrine",NULL,4.23,11053,11491,"wolfnoble aislinn grief iron wolf minion storm beloved darkenwald burn malice handsome norman savage would enslave ache know rapture conqueror dovefor first time ever mighty wulfgar vanquished bold beautiful princess saxon blood must chaste sensuous enchantress sworn destruction risk life nurture tender passion glorious union born blistering heat hatred war"
7549,380976,380976,7176513,58,449003795,9780449003790,2000,""P" is for Peril","P is for Peril (Kinsey Millhone, #16)",NULL,3.85,16799,18512,"traitor take place two year son run parallel early event divergent robust story reader follow tobias uncovers detail erudite plan could threaten faction system make plan keep abnegation safe time tobias getting know new transfer initiate tris prior"
7568,129510,129510,2585973,43,345496876,9780345496870,2007,"Empire of Ivory","Empire of Ivory (Temeraire, #4)",NULL,3.93,15449,17512,"alexia tarabotti lady maccon settled domestic bliss course alexia bliss involves integrating werewolf london high society living vampire second best closet coping precocious toddler prone turning supernatural even ivy tunstell acting troupe latest play disastrous say least put dampener alexia enjoyment new london receives summons alexandria ignored husband child tunstells tow alexia board steamer cross mediterranean egypt may hold mystery even indomitable lady maccon handle vampire queen alexandria hive really want plague suddenly expanding ivy tunstell suddenly become popular actress british empire also available manga adaptation"
7570,170618,170618,3013598,87,743460529,9780743460520,2002,"Daddy's Little Girl","Daddy's Little Girl",NULL,3.85,14602,15904,"eric schmidt jonathan rosenberg came google seasoned silicon valley business executive course decade came see wisdom coach john wooden observation learn know count helped grow google young global icon relearned everything knew management google work sum experience distilled fun primer corporate culture strategy talent communication innovation dealing author explain confluence three seismic change internet mobile cloud computing shifted balance power company consumer company thrive landscape one create superior product attract new breed multifaceted employee author dub creatives management maxim requires dissension knave fight diva illustrated previously unreported anecdote google corporate history eric created internal class google manager say rosenberg class slide read confidential employee suggested uphold spirit openness share world book codifies recipe secret sauce google innovates empowers employee succeed"
7577,1908456,1908456,1910340,26,321525655,9780321525660,2007,"Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter)","Presentation Zen: Simple Ideas on Presentation Design and Delivery",NULL,4.08,10896,11459,"crossroad death desire woman taste pleasure mortal meant survive frozen alaskan wilderness former state trooper jenna darrow survives unspeakable breach body soul narrow escape come even greater challenge strange change taking place within struggle new hunger seek shelter boston compound order ancient race vampire warrior whose existence shrouded mystery perhaps mysterious brock brooding alpha male whose hand hold power comfort heal arouse recovers brock care jenna find drawn order mission stop ruthless enemy army assassin subjecting earth reign terror yet spite resolve purely physical relationship without string soon bind brock jenna together desire fiercer life stronger death secret brock past jenna mortality challenge forbidden love ultimate trial paperback edition"
7579,29744,29744,2971270,79,679601597,9780679601590,1959,"Goodbye, Columbus and Five Short Stories","Goodbye, Columbus and Five Short Stories",NULL,3.87,10089,12882,"julie whitaker kidnapped bedroom middle night witnessed younger sister family shattered managed stick together hoping hope julie still alive one night doorbell ring young woman appears julie finally miraculously home safe family anna julie mother whisper doubt hate face avoid contacted former detective turned private eye begin torturous search truth woman desperately hope daughter"
7581,9512985,9512985,14398778,29,1591843529,9781591843530,2010,NULL,"The Personal MBA: Master the Art of Business",NULL,4.04,12165,13576,"samantha mason together everyone know everyone dealing mason ready give middle finger one going away mother threat issued ultimatum given even blackmail used samantha put stop analise however trauma past triggered may courage strength needed mason future could destroyed"
7586,12659,12659,2591601,40,375761411,9780375761420,1985,Texas,Texas,NULL,4.06,13581,14155,"monday burn millay wednesday whitman friday faulkner burn ash burn ash guy montag career fireman kerosene perfume official slogan mantra duty way life tightly monitored world thinking dangerous book ray bradbury envisioned one world unforgettable dystopian future ray bradbury fahrenheit artist tim hamilton translates frightening modern masterpiece gorgeously imagined graphic novel could occur bradbury full cooperation authorized adaptation hamilton created striking work art uniquely capture montag awakening evil thought inestimable value philosophy theology original foreword ray bradbury fully depicting brilliance force canonic beloved masterwork ray bradbury fahrenheit exceptional haunting work graphic literature"
7587,95707,95707,121347,54,446532754,9780446532750,2004,"Your Best Life Now: 7 Steps to Living at Your Full Potential","Your Best Life Now: 7 Steps to Living at Your Full Potential",NULL,4,10338,10894,"one thing worse dying coming back alien gitai invade keiji kiriya one many raw recruit shoved suit battle armor sent kill keiji dy battlefield find reborn morning fight die iteration though see something different something place female soldier known bitch war bitch key keiji escape final death"
7590,8765461,8765461,13414536,9,1441213570,9781441213570,2010,NULL,"Choosing to SEE",NULL,4.3,11110,12225,"civil action book jonathan harr water contamination case woburn massachusetts finding child diagnosed leukemia anne anderson notice high prevalence leukemia relatively rare disease city eventually gather family seek lawyer jan schlichtmann consider originally decides take case due lack evidence clear defendant later picking case schlichtmann find evidence suggesting trichloroethylene tce contamination town water supply riley tannery subsidiary beatrice food chemical company grace another company named course lawsuit schlichtmann get attorney assist spends lavishly prior lawsuit length discovery process trial stretch asset limit"
7594,5552,5552,4099794,43,691024170,9780691024170,1985,"QED: The Strange Theory of Light and Matter","QED: The Strange Theory of Light and Matter",NULL,4.23,10438,11480,"compelling reminiscence grandfather life america japan allen say delivers poignant account family unique warmly conveys love two country describes strong constant desire place one country invariably miss grandfather tell u would exquisite painting intimate memorable grandfather journey allen say personal remarkable picture yet bridging two disparate culture allen say born yokohama japan came united state sixteen life san francisco book tree crane selected ala notable child book notable child trade book field social study"
7595,8835897,8835897,13478796,16,1595143920,9781595143920,2011,Defiance,"Defiance (Strange Angels, #4)",NULL,4.19,18321,18781,"meet weezie aka eloise foley feisty antique picker banished spiteful house restored savannah historic district must come term life suddenly seems better mary kay andrew delectable new york time bestseller savannah blue reader feel sultry georgia breeze taste sea salt air lose wonderful witty tale brimming sas peopled richly endearing cast delightfully eccentric character revenge sweeter sweet mary kay capable hand reader fannie flagg adriana trigiani emily giffin rebecca well jill conner browne definitely want spend quality time savannah"
7599,179264,179264,837760,34,60825316,9780060825320,2006,"The Madonnas of Leningrad","The Madonnas of Leningrad",NULL,3.77,12620,13964,"kiersten white new york time bestselling paranormalcy trilogy come breathless conclusion signature mix wit romance paranormal creature truly original heroine endlessly evie way much list paranormals begging open faerie gate leave human world something evie sure power dark queen torturing human must destroyed top evie prom coming sure wear oh yeah boyfriend lend cursed fall enchanted sleep whenever evie even evie faerie reth reverse dark magic epic battle looming choice evie make determine fate whole paranormal life"
7614,77736,77736,1913024,34,671875965,9780671875960,1994,"The Short Victorious War","The Short Victorious War (Honor Harrington, #3)",NULL,4.16,14563,16376,"diary wimpy kid girl hilarious novel biggest dance year hoping crush brandon shhhh want date time running say yes worse waiting mackenzie time bffs chloe zoey tackle topic love dork diary style squeeee"
7615,73965,73965,1045053,24,385315546,9780385315550,1996,"Drinking: A Love Story","Drinking: A Love Story",NULL,4.04,12234,13121,"seal jack kirkland surface aborted underwater salvage mission find earth burning solar flare triggered series gargantuan natural disaster hellfire rock globe air force one vanished sky america president united state narrow brink nuclear apocalypse kirkland must pilot oceangoing exploration ship deep fathom desperate mission mile ocean surface devastating secret await power ancient civilization could contain cast modern day forever alter world already racing toward destruction"
7616,1219103,1219103,2308685,444,1421820609,9781421820610,1863,"Cinq semaines en ballon","Five Weeks in a Balloon (Extraordinary Voyages, #1)",NULL,3.74,13062,14905,"john sutter aristocratic wife killed mafia lover john left america set sailboat journey around world eventually settling london ten year later come home gold coast stretch land north shore long island held greatest concentration wealth power america attend imminent funeral old family temporary residence gatehouse stanhope hall john find living quarter mile susan also returned long island susan person john past reemerged though frank bellarosa infamous mafia susan long dead son anthony alive well intent two mission drawing john back violent world bellarosa family exacting revenge father murderer susan sutter time john susan mutual attraction resurfaces old passion begin reignite john find pulled deeper familiar web seduction betrayal"
7626,95658,95658,49274,18,316701319,9780316701310,2004,"Best Friends for Never (The Clique, #2)","Best Friends for Never (The Clique, #2)",NULL,3.73,15345,15578,"really really really want one take really good care matter want happy latest book pigeon series funniest one yet"
7637,184850,184850,2043796,47,778324907,9780778324900,2007,"Virgin River","Virgin River (Virgin River, #1)",NULL,4.12,17371,19555,"first spectacularly adventure series pit small group courageous flawed terrified superheroes horde gorgon regenerator cerberus zzzap mighty dragon hero using superhuman ability make los angeles better plague living death spread around globe year later hero struggle overcome difference recover scar protect thousand survivor huddled hungry threat survivor face across city another group grown gained power"
7641,262545,262545,254488,15,151012377,9780151012370,2006,"The Whistling Season","The Whistling Season",NULL,4.01,11379,13111,"lord copper newspaper magnate proprietor daily beast always prided intuitive flair spotting ace reporter say made odd blunder however may moment weakness make another acting tip mr algernon smith feel convinced hit chap cover promising little war african republic ishmaelia one evelyn waugh exuberant comedy scoop brilliantly irreverent satire fleet street hectic pursuit hot news"
7646,197436,197436,2029633,1,1561371734,9781561371730,NULL,NULL,"Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units)",NULL,3.95,14513,14513,"paris weekend visit elizabeth bard sat lunch handsome frenchman never went home love first sight way knife slid effortlessly pave au poivre steak pink juice puddling buttery pepper sauce lunch paris memoir young american woman caught two passionate love affair one new beau gwendal french cuisine packing bag new life world romantic city elizabeth plunged world bustling market hipster bistro size femmes fatales learns gut first fish little help jane austen soothe pang homesickness rise chocolate souffle develops crush local butcher bear striking resemblance matt dillon elizabeth find deeper immerses world french cuisine paris begin translate french culture discovers unlike may crusty exterior cut melting piquant heart peppered recipe summer ratatouille swordfish tartare molten chocolate cake lunch paris story falling love redefining success discovering truly mean home delicious tradition memoir like year provence tuscan sun book perfect treat anyone dreamed lunch paris could change life"
7648,265650,265650,961,3,763622583,9780763622590,2003,"Shakespeare's Romeo and Juliet","Shakespeare's Romeo and Juliet",NULL,4.09,19052,19117,"destined delivers romance action fan expect brings aprilynne pike wing series deeply satisfying conclusion laurel used think ordinary girl crescent city california never would believed truly faerie realm called avalon laurel must risk life save avalon destruction rare powerful winter klea laurel fight alone david tamani two boy love different way side along best friend chelsea reader need graceling series want follow laurel story beginning wing end destined"
7649,298663,298663,1724756,62,679733973,9780679733970,1952,"The Killer Inside Me","The Killer Inside Me",NULL,3.9,12425,13993,"agent irs regional examination center peoria illinois appear ordinary enough newly arrived trainee david foster wallace immerses routine tedious repetitive new employee receive training learns extraordinary variety personality drawn strange calling arrived moment force within irs plotting eliminate even little humanity dignity work still pale king remained unfinished time david foster wallace death deeply compelling satisfying novel hilarious fearless original anything wallace ever undertook grapple directly ultimate question question life meaning value work society character imagined interior force generosity wallace unique gift along way suggests new idea heroism command infinite respect one daring writer time"
7659,26114516,26114516,45844277,13,1250065941,9781250065940,2016,NULL,"The Weekenders",NULL,3.7,11552,15018,"guard slain brilliant yet insane pathologist prey flees new york continue research aspect death carefully michael bekker conduct experiment searching eye dying victim reveal mounting body count causing uproar desperation police reach man knew bekker best lucas davenport arrives find unexpected danger well lily rothenburg policewoman whose intense affair lucas never completely faded consumed investigation group rogue killer could inside police department draw lucas orbit hunt merge twin obsession driving ever closer edge note first five book lucas davenport series rule prey shadow prey eye prey silent prey winter prey"
7668,86658,86658,3876535,525,192801694,9780192801690,1907,"The Secret Agent: A Simple Tale","The Secret Agent",NULL,3.59,11590,14284,"cult classic still change life let dice decide philosophy change life bored psychiatrist luke rhinehart way change world well hand life dice anything happen entertaining humorous scary shocking subversive dice man one cult bestseller time"
7671,896622,896622,1331430,48,380007789,9780380007780,1974,"The wolf and the dove","The Wolf and the Dove",NULL,4.14,13694,15105,"addicted sex addicted booze way rock one would suspect shy lily calloway biggest secret everyone dancing college bar lily stay bathroom get laid compulsion lead stand steamy hookup event shamefully regret person know secret happens one hale best friend bottle bourbon lily come close second three year pretended real relationship hiding addiction family mastered art concealing flask random guy filter sink beneath weight addiction cling harder destructive relationship wonder life together real better lie stranger family begin infiltrate guarded life new challenge realize may addicted alcohol real vice may"
7689,1298171,1298171,1287327,21,1591827582,9781591827580,1996,"Finding Nemo","Finding Nemo",NULL,4.47,12160,12210,"legacy black dagger brotherhood continues series new york time bestselling blooded daughter king first advisor ready break free restrictive life aristocratic female strategy join black dagger brotherhood training center program learn fight think good plan everything go wrong schooling unfathomably difficult recruit feel like enemy ally clear brother charge butch neal dhestroyer serious problem life fall love fellow classmate craeg common civilian nothing father would ever want everything could ask male act violence threatens tear apart entire program erotic pull grows irresistible paradise tested way never left wondering whether strong enough claim field"
7690,14480,14480,888928,7,60087803,9780060087810,2002,"Calling Doctor Amelia Bedelia (I Can Read Book 2)","Calling Doctor Amelia Bedelia",NULL,4.29,12422,12452,"although nextwave barbarian warrior invading xanth mare imbrium discovered ever since gained half soul night mare begun mishandle job delivering bad dream exiled day world message king trent mare met relentless unforgiving horseman night mare began horrible nightmare paperback edition"
7717,621739,621739,3012947,24,142407089,9780142407080,1928,"Millions of Cats","Millions of Cats",NULL,4.08,16991,17260,"gifted hand ben carson inspiring story kid poor grade little motivation age became director pediatric neurosurgery john hopkins university hospital gifted hand transplace operating room witness surgery made headline around world private mind compassionate physician life help others carson gained worldwide recognition part first successful separation siamese twin joined back head extremely complex delicate operation five month planning hour actual surgery involving surgical plan carson helped initiate gifted hand reveals man humility decency compassion courage sensitivity serf role model young people everyone else need encouragement attempt seemingly impossible excel whatever attempt carson also describes key role highly intelligent though relatively uneducated mother played metamorphosis unmotivated ghetto youngster one respected neurosurgeon world"
7718,313256,313256,2799713,30,NULL,NULL,2000,"Dark challenge","Dark Challenge (Dark, #5)",NULL,4.23,17015,18612,"upon time little old lady afraid anything one autumn night walking wood little old lady heard clomp clomp shake shake clap little old lady afraid anything scare life bouncy refrain classic art timeless halloween story perfect reading aloud"
7719,15791403,15791403,21513003,38,1611130433,9781611130430,2013,Mistress,Mistress,NULL,3.52,10475,13598,"master suspense new york time bestselling author brad thor return riveting international thriller yet new administration new approach dealing america enemy left covert counterterrorism operative scot harvath without job american doctor julia gallo kidnapped afghanistan term ransom leave president one course dangerous assignment united state government deny knowledge scot harvath must secretly infiltrate kabul notorious policharki prison free man kidnapper demand ransom mastermind mustafa harvath arrives quickly learns kidnapping anyone dare admit subterfuge laid bare harvath must examine career hunting killing terrorist ask take help one world worst go kind authenticity brad thor internationally bestselling novel known apostle double blockbuster success last patriot reaffirms thor status master political thriller"
7749,3379,3379,91467,32,1582342156,9781582342150,2001,"All Families Are Psychotic","All Families are Psychotic",NULL,3.69,10461,11830,"bestselling urban classic novel young woman coming age late ellison young knockout tall hair attitude living life fast motivated material world friend love leave young men anything get next world gratuitous sex threatens heartbreak tracy begin examine life goal sexuality"
7759,85993,85993,1926611,69,60724552,9780060724560,2006,"Party Princess","Party Princess (The Princess Diaries, #7)",NULL,3.67,19068,21002,"fuzzy go owen fuzzy yellow blanket favorite possession everywhere owen go blanket go upstairs downstairs inside outside upside everywhere owen parent owen begin school take fuzzy whatever done caldecott honor book provide reassurance laugh whether shared home circle time every child us sort security object whether toy thumb binky yet ready let go moved story making compromise speaks u ever favorite blanket know exactly owen feel"
7762,6692041,6692041,311976,64,1608190463,9781608190460,2006,"The Scar of David","Mornings in Jenin",NULL,4.35,8590,13222,"revision fall booksense pick bestseller edition feature new light recipe chapter color photo heavy duty paper binding dozen new recipe handy new cooking chart instant classic belongs shelf every home cook publisher weekly called foolproof resource everyday cooking new edition bound five ring durably packaged"
7763,207694,207694,201020,24,60560118,9780060560120,2003,"The Nanny","The Nanny",NULL,3.78,10872,11250,"four year since briar moss began training plant mage still put past behind wandering chammuri market briar come across street girl using powerful magic polish stone merchant resolve find teacher briar understands city gang well understands evvy young mage gang warfare break chammur briar discovers fiercest gang seeking stone mage lead hidden gem briar believed gang offered protection mage may offer protection evvy count briar swept bloody conflict must decide whether ready make final step away former life street rat"
7765,16479439,16479439,10753679,28,804136572,9780804136570,2010,Ex-Heroes,"Ex-Heroes (Ex-Heroes, #1)",NULL,3.87,5354,12111,"new soulana new thousand year range million soul reincarnated keeping memory experience previous lifetime ana born another soul vanished one know souleven ana mother think nosoul omen worse thing come kept away society escape seclusion learn whether reincarnated ana travel city heart citizen afraid presence mean dragon sylph attack city ana blame heartsam belief ana new soul good worthwhile stand relationship bloom love someone may live ana creature together ana need uncover mistake gave someone else life quest threaten peace heart destroy promise reincarnation jodi meadow expertly weave romance fantasy danger extraordinary tale new life"
7789,70287,70287,2901163,29,684856069,9780684856060,1995,"The Many Lives & Secret Sorrows of Josephine B.","The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)",NULL,4.09,12398,13302,"two year run best friend rose lissa caught returned vladimir academy private high school vampire filled intrigue even dark fascinating world new series graphic novel entire first vampire academy novel adapted book one leigh dragoon overseen richelle mead beautiful art acclaimed british illustrator emma vieceli brings story life"
7791,12037026,12037026,17003601,22,312380828,9780312380820,2012,"Come Home","Come Home",NULL,3.56,12971,14130,"newest novel new york time bestselling series inspired showtime hit dexter jeff lindsay delivers macabre witty purely entertaining new adventure america dark morgan happy homicidal life undergoing major change always live single golden rule kill people deserve miami analyst recently become daddy curiosity named lily anne strangely dex dark urge seem left ready become overprotective father pick soft teddy bear instead trusty knife duct tape fishing wire serial killer dexter summoned investigate disappearance girl seems abducted bizarre group may vampire possibly cannibal nothing like familiar hum day job get dexter creative dark juice flowing assisting detective sister deborah dex wade investigation get disturbing moment compound complication dexter life person past suddenly reappears moving dangerously close home turf threatening destroy one thing tat maintained dexter pretend human cover kept electric chair new uncharacteristically racy encounter florida everglades bizarre fringe nightclub miami scene dexter delicious ingenious journey dark recess dexter lovably cold soul jeff lindsay top game new novel thrill fan bestselling series"
7796,491735,491735,461588,32,312313829,9780312313820,2003,"The Dirty Girls Social Club","The Dirty Girls Social Club (Dirty Girls, #1)",NULL,3.46,11045,11639,"rowling delivered deeply affecting commencement speech harvard university published first time book form good life present rowling word wisdom anyone turning point life embrace failure use imagination better others drawing story year world famous author address life important question acuity emotional force"
7804,10778410,10778410,15690266,40,1611139856,9781611139850,2011,NULL,"The Fire (Witch & Wizard, #3)",NULL,3.87,11789,15877,"police officer shot detective michael bennett arrest infamous mexican crime lord deadly chase leaf bennett lifelong friend hughie mcdonough dead jail prisoner vow rain epic violence upon new york get revenge michael bennett judge murdered escape chaos bennett take ten kid beautiful nanny mary catherine vacation family cabin near newburgh new york instead calm happy town remembers growing step nightmare worse could ever imagined newburgh inferno warring gang little keep child safe target michael bennett violence overwhelms state bennett torn protecting hometown saving new york city partner investigation federal prosecutor tara mclellan brings new weapon attraction endangers relationship mary novel michael bennett james patterson personal thrilling best"
7805,71863,71863,2057013,53,439829127,9780439829120,1995,"The Third Day, The Frost","A Killing Frost (Tomorrow, #3)",NULL,4.19,13199,15090,"outside dina demille epitome normal run quaint victorian bed breakfast small texas town owns shih tzu named beast perfect neighbor whose biggest problem serve guest breakfast dina different broom deadly weapon inn magic think meant lodging otherworldly visitor permanent guest retired galactic aristocrat leave ground responsible death million someone might shoot sight circumstance normal bit stretch something wicked claw deepwater teeth begun hunt night feeling responsible neighbor dina decides get involved long juggle dealing annoyingly attractive new neighbor sean equally arresting cosmic vampire soldier arland trying keep inn guest safe enemy facing unlike anything ever encountered smart vicious lethal putting creature neighbor might cost everything"
7806,181077,181077,2029501,66,NULL,9780698118030,1977,"Sadako and the Thousand Paper Cranes","Sadako and the Thousand Paper Cranes",NULL,4.09,14578,16161,"day girl ca catch break first georgina kincaid succubus get energy seducing men ca sex gorgeous bestselling author boyfriend seth mortensen case inadvertently kill second georgina demonic order mentor new surprisingly inept succubus block third someone manipulating dream draining energy supplying eerie vision future georgina seek answer dante dream interpreter tie underworld flirtatious charm leaf confused especially situation seth reach crisis point georgina need rein love life go enemy capable wreaking serious havoc among mankind otherwise georgina entire mortal world may never sleep easy"
7813,6488483,6488483,6679864,22,1607061228,9781607061230,2010,"The Walking Dead Volume 11","The Walking Dead, Vol. 11: Fear the Hunters",NULL,4.33,13202,14777,"esv study bible designed help understand bible deeper way created diverse team leading bible scholar teacher country nearly denomination seminary college university esv study bible feature wide array study tool making valuable resource serious reader student teacher god size x lexicon type bible text frutiger type study note page black letter text concordance extensive article map illustration binding lifetime guarantee packaging hc clamshell box trutone leather permanent slipcase cloth board"
7820,15433,15433,17405,21,345418549,9780345418550,1982,"Night Mare (Xanth, #6)","Night Mare (Xanth, #6)",NULL,3.81,15008,15916,"autobiography chronicle remarkable life phil robertson original duck commander duck dynasty star early childhood founding family business life always getting way phil robertson passion duck quarterback phil made mark louisiana tech university playing football completing college career master degree english phil eye always book ball usually looking grew dream living simple life land like forebear soon found path bar drinking much fighting wasting talent almost lost gave life god everything incredible story tell followed calling god soon invented duck call would begin incredible journey life always dreamed family great love country family maker phil finally found ingredient good life always wanted"
7822,303098,303098,131682,66,3426619148,9783426619150,1998,Riptide,Riptide,NULL,3.93,11835,13883,"hunted last healer fifteen realm avry kazan unique position mind friend foe alike longer exists despite need prevent megalomanical king tohon winning control realm avry also determined find sister repair estrangement must alone kerrick partner sole confident return alga summon country hiding avry whatever support tohon opponent including infiltrating holy army evading magic sniffer teaching forest skill soldier figuring stop tohon horrible creation yet army walking animal alike nearly impossible coming avry alone unless figure impossible"
7829,93276,93276,89928,23,195019059,9780195019060,1860,"The Story of King Arthur","King Arthur and His Knights: Selected Tales",NULL,4.1,13286,13350,"new york time bestseller named best marketing book american marketing associationwhat make thing popular people talk certain product idea others story rumor infectious make online content go viral said advertising think people listen advertisement listen peer people talk certain product idea others story rumor infectious make online content go viral wharton marketing professor jonah berger spent last decade answering question studied new york time article make paper list product get word mouth social influence shape everything car buy clothes wear name give child book berger reveals secret science behind social transmission discover six basic principle drive sort thing become contagious consumer product policy initiative workplace rumor youtube combine groundbreaking research powerful story learn luxury steakhouse found popularity lowly commercial might actually increased drug use million consumer shared video one seemingly boring product blender wondered certain story get shared get forwarded video go viral contagious explains show leverage concept craft contagious content book provides set specific actionable technique helping information spread designing message advertisement information people share whether manager big company small business owner trying boost awareness politician running office health official trying get word contagious show make product idea catch"
7839,33335,33335,33417,22,743289803,9780743289800,2001,"The Hidden Messages in Water","The Hidden Messages in Water",NULL,4.27,10800,11156,"opinion one finest novel time graham greeneshusaku endo japan foremost novelist silence generally regarded masterpiece perfect fusion treatment theme powerful novel tell story portuguese priest japan height fearful persecution small christian community"
7840,759960,759960,1366476,52,440975344,9780440975340,1975,"Rumble Fish","Rumble Fish",NULL,3.77,14002,14999,"ever since child jem kept secret whenever meet someone new matter soon look eye number pop head number date date die burdened awful awareness jem avoids relationship meet spider another outsider take chance two plan trip city waiting ride eye ferris wheel jem terrified see tourist line flash number today number today date terrorist going attack london jem world explode"
7852,556629,556629,2101042,31,842339655,9780842339650,1984,"The Holiness of God","The Holiness of God",NULL,4.35,10960,11572,"scavenger specie circling truly provably end day gzilt ancient people organized military principle yet almost perversely peaceful gzilt helped set culture ten thousand year earlier nearly one founding society deciding join last moment made collective decision follow path million civilization going sublime elevating new almost infinitely rich complex preparation though regimental high command destroyed lieutenant commander reserve vyr cossont appears involved wanted dead alive aided ancient reconditioned android suspicious culture avatar cossont must complete last mission given high command must find oldest person culture man nine thousand year old might idea really happened time seems final day gzilt civilization likely prove perilous"
7853,858514,858514,1705201,18,688170277,9780688170270,2000,"Wemberly Worried","Wemberly Worried",NULL,4.22,14325,14500,"remote winter landscape brutal massacre kidnapping young iroquois girl violently deep rift two tribe girl captor bird one huron nation great warrior statesman year passed since murder family yet never far mind girl snow fall recognizes ghost lost daughter fight heart allegiance small battle erupt bigger war tribe face new dangerous threat huron christophe charismatic missionary found calling among tribe devotes learning understanding custom language emissary distant land brings much faith new world natural beauty three soul dance intricately woven act duplicity social political spiritual world collide new nation rise world flux"
7856,851678,851678,837187,16,739458736,9780743276950,2005,"What Remains: A Memoir of Fate, Friendship, and Love","What Remains: A Memoir of Fate, Friendship, and Love",NULL,4.16,9602,11631,"teenage murder witness drowned tub apple party hostile witnessed murder belief storm home within hour body found still house drowned tub night hercule poirot called find presence first must establish whether looking murderer"
7859,141077,141077,2266654,259,812968239,9780812968230,1889,"Крейцерова соната","The Kreutzer Sonata",NULL,3.9,10915,13242,"child speak different language sometimes wager attention time ignore completely sometimes filled gratitude affection time seem totally indifferent attitude behavior development everything depends love relationship child child feel loved best make sure child feel loved since gary chapman book five love language helped couple develop stronger fulfilling relationship teaching speak others love language child express receives love one five different communication style love language may totally different child show child love may hearing something completely child primary language learn effectively convey unconditional feeling respect affection commitment resonate child emotion behavior"
7861,257257,257257,249321,7,714847984,9780714847990,1996,"The 20th Century Art Book","The 20th Century Art Book",NULL,3.94,9927,10098,"one city hottest night new york police lieutenant eve dallas sent central park hellish new investigation victim found rock still dark water lake central park around neck single red ribbon hand posed prayer eye removed precision done careful hand surgeon dallas alarmed body turn defining scar eve frantic answer instinct accepts help psychic offer one vision another shockingly accurate detail murder partner friend peabody badly injured escaping attack stake raised eye symbol twisted religious ritual souvenir help husband roarke dallas must uncover killer motivation another vision becomes another nightmare"
7867,23245587,23245587,42788868,17,125004734X,9781250047340,2015,NULL,"Summer Secrets",NULL,3.62,10223,12179,"america queen suspense come gripping tale young woman trying unravel mystery family tragedy quest terrifying repercussion ten year since charles mackenzie mack went missing columbia university senior graduate already accepted duke university law school walked apartment manhattan upper west side without word college roommate never seen however make one ritual phone call mother every year mother day time assures fine refuse answer frantic question hang even death father corporate lawyer tragedy bring home break pattern sister carolyn law school graduate finished clerkship civil court judge manhattan endured two family tragedy yet realizes never able closure get life find brother resolve discover happened mack found necessary hide year mack make annual mother day call carolyn interrupt announce intention track matter take next morning mass uncle monsignor devon mackenzie receives scrawled message left collection basket uncle devon tell carolyn must look mack cryptic warning nothing deter sister taking search despite angry reaction mother olivia polite disapproval elliott wallace carolyn honorary uncle clearly love pursuit truth mack disappearance swiftly plunge world unexpected danger unanswered question secret gu lil kramer superintendent building mack living hide mack old roommate charismatic club owner nick demarco cold wealthy real estate tycoon bruce galbraith know mack disappearance nick connected disappearance leesey andrew last seen trendy club police possibly believe mack alive serial killer shadowy predator young woman mack also guilty brutal murder drama teacher theft taped session carolyn passionate search truth brother brother lead deadly confrontation someone close whose secret allow reveal"
7872,527862,527862,1087332,38,393312801,9780393312800,1994,"The Acid House","The Acid House",NULL,3.69,10752,11696,"julian treslove professionally unspectacular disappointed bbc worker sam finkler popular jewish philosopher writer television personality old school friend despite prickly relationship different life never quite lost touch former teacher libor sevcik czechoslovakian always concerned wider world exam result libor finkler recently widowed treslove chequered unsuccessful record woman rendering honorary third widower dine libor grand central london apartment sweetly painful evening reminiscence three remove time loved lost time fathered child devastation separation prized anything greatly enough fear loss better perhaps go life without knowing happiness way le mourn treslove find tear enough unbearable sadness friend loss evening exactly treslove hesitates moment outside window oldest violin dealer country walk home attacked whole sense slowly ineluctably change"
7873,685401,685401,962740,25,684856360,9780684856360,2014,NULL,"Permission Marketing: Turning Strangers Into Friends And Friends Into Customers",NULL,3.94,10146,10380,"summer man wearing cape top hat approach prostitute dark new york city street minute later woman dead left scene letter addressed lieutenant eve dallas inviting play game unveil identity sign jack dallas pursuit murderer know much history serial killer studied notorious vicious slaying modern time also want make mark chosen victim eve dallas eve know plan mimic infamous murderer starting jack ripper robb energetic prose dialogue keep reader engrossed publisher weekly edgy raw booklist"
7874,111126,111126,2457240,84,375727434,9780375727440,2001,"Hateship, Friendship, Courtship, Loveship, Marriage","Hateship, Friendship, Courtship, Loveship, Marriage: Stories",NULL,4.06,10945,12818,"loudmouthed redheaded cee cee bloom sight set hollywood bertie white quiet conservative dream getting married child childhood world collide atlantic city keeping touch pen pal reunite year always near moving novel follows cee cee bertie extraordinary friendship course thirty year transform adolescent adult bestselling novel became hugely successful film beach funny heartbreaking tale part every woman library"
